policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
521694,IL,100/300,2000,836.11,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,9751 Tree St,1,4,Yes,1,2,No,72840.0,12140.0,6070.0,54630.0,Dodge,Neon,2010,No
136520,IN,100/300,500,1450.98,2015-01-18,Parked Car,Unknown,Trivial Damage,Police,WV,Northbend,4702 Texas Drive,20,1,Unknown,0,2,No,6050.0,1100.0,1100.0,3850.0,Toyota,Camry,2010,No
730819,IN,250/500,2000,625.08,2015-01-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2757 4th Hwy,10,1,No,2,3,Yes,87890.0,15980.0,7990.0,63920.0,BMW,X6,2014,Yes
912665,IL,100/300,2000,1133.27,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,6678 Weaver Drive,20,2,Unknown,0,2,Yes,60500.0,11000.0,5500.0,44000.0,Ford,F150,1999,Yes
469966,IN,500/1000,500,1366.6,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,8667 Weaver Lane,10,3,Unknown,2,1,No,88220.0,16040.0,16040.0,56140.0,Chevrolet,Malibu,2008,No
952300,OH,500/1000,1000,1439.9,2015-01-29,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,4931 Maple Drive,2,2,No,1,2,No,53680.0,9760.0,4880.0,39040.0,Acura,MDX,2004,No
322609,OH,500/1000,1000,1230.69,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,3808 5th Ave,19,1,No,0,2,No,53800.0,5380.0,5380.0,43040.0,Acura,MDX,2006,No
890280,OH,100/300,2000,1307.68,2015-01-29,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,1725 Solo Lane,10,1,Yes,1,2,No,54360.0,4530.0,9060.0,40770.0,Mercedes,E400,1995,Yes
431583,IL,500/1000,2000,1124.69,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,8097 Maple Lane,14,1,Yes,0,3,Yes,54340.0,9880.0,4940.0,39520.0,Toyota,Camry,2001,No
155912,OH,100/300,1000,1520.78,2015-01-21,Parked Car,Unknown,Trivial Damage,Unknown,SC,Columbus,3320 5th Hwy,5,1,Unknown,0,2,Yes,2860.0,520.0,260.0,2080.0,Chevrolet,Tahoe,1997,Yes
110143,OH,100/300,2000,1609.11,2015-01-18,Vehicle Theft,Unknown,Minor Damage,Police,WV,Hillsdale,9573 2nd Ave,8,1,Yes,2,1,Yes,5490.0,0.0,1220.0,4270.0,Saab,95,1999,No
808544,IL,500/1000,1000,1358.91,2015-01-09,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Northbend,8336 1st Ridge,4,1,No,0,2,Unknown,7370.0,670.0,1340.0,5360.0,Subaru,Impreza,1997,No
409074,OH,500/1000,500,1295.87,2015-01-13,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,3998 4th Hwy,4,3,Unknown,1,0,No,50800.0,5080.0,5080.0,40640.0,Audi,A3,1997,Yes
824728,IL,250/500,500,1161.03,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3966 Oak Hwy,20,2,Unknown,1,1,Unknown,41520.0,5190.0,5190.0,31140.0,Nissan,Ultima,2014,No
606037,OH,500/1000,2000,1441.06,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,7601 Andromedia Lane,18,1,Unknown,2,3,Yes,89650.0,8150.0,16300.0,65200.0,Dodge,RAM,2005,No
636843,OH,100/300,1000,1097.99,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,5160 2nd Hwy,0,3,No,0,3,No,39690.0,0.0,0.0,39690.0,Subaru,Legacy,1998,No
111874,IL,500/1000,1000,1464.42,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,3288 Tree Lane,1,1,Unknown,2,0,No,62260.0,5660.0,5660.0,50940.0,Saab,92x,1995,No
439844,IL,250/500,500,1543.68,2015-01-24,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,5874 1st Hwy,17,1,No,0,1,Yes,51920.0,9440.0,4720.0,37760.0,Audi,A3,2001,Yes
463513,IL,250/500,500,1390.89,2015-02-28,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,6467 Best Ave,23,1,Unknown,2,2,Unknown,53460.0,9720.0,4860.0,38880.0,Volkswagen,Jetta,2009,No
577858,OH,100/300,2000,1148.58,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6309 5th Ave,4,3,Yes,2,1,Yes,57100.0,5710.0,5710.0,45680.0,Honda,CRV,2014,No
607351,IN,250/500,500,1616.26,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,8212 Rock Ave,0,3,No,2,3,Unknown,77440.0,14080.0,7040.0,56320.0,Dodge,Neon,2004,No
682754,IL,500/1000,500,1398.94,2015-01-24,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,4107 MLK Ridge,11,1,No,1,2,No,68300.0,6830.0,13660.0,47810.0,Subaru,Forrestor,2003,No
757352,OH,500/1000,1000,1238.92,2015-02-11,Parked Car,Unknown,Trivial Damage,Unknown,NY,Arlington,4558 3rd Hwy,4,1,Unknown,0,2,Unknown,5060.0,460.0,920.0,3680.0,Honda,CRV,2012,No
307469,IL,100/300,1000,968.46,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1762 Maple Hwy,0,3,Unknown,0,2,Unknown,59400.0,6600.0,13200.0,39600.0,Dodge,RAM,1995,Yes
526296,IL,100/300,500,1045.12,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,5532 Francis Lane,2,3,No,0,2,Unknown,69930.0,0.0,15540.0,54390.0,Ford,Escape,2013,Yes
658816,IN,100/300,1000,1537.33,2015-02-20,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6158 Sky Ridge,11,3,Yes,1,1,No,77700.0,7770.0,15540.0,54390.0,Jeep,Wrangler,2008,No
913337,OH,500/1000,500,912.3,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,9214 Elm Ridge,23,3,No,2,1,Unknown,68750.0,12500.0,12500.0,43750.0,Audi,A5,2007,Yes
488464,OH,100/300,2000,1007.28,2015-02-21,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,1833 Solo Ave,17,3,No,1,3,Yes,91080.0,16560.0,16560.0,57960.0,Jeep,Wrangler,1995,No
480094,IN,500/1000,1000,1189.98,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,1953 Sky Lane,22,1,No,1,3,Yes,48360.0,4030.0,8060.0,36270.0,Audi,A5,2000,No
263108,OH,250/500,1000,1576.41,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,6834 1st Drive,18,1,Yes,1,1,Yes,95000.0,9500.0,9500.0,76000.0,Ford,F150,2001,No
298412,OH,100/300,500,1172.82,2015-02-24,Vehicle Theft,Unknown,Trivial Damage,Police,SC,Arlington,9562 4th Ridge,8,1,Unknown,1,3,No,3900.0,780.0,390.0,2730.0,Ford,F150,2010,No
261905,IL,500/1000,500,1312.22,2015-02-21,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,4835 Britain Ridge,15,3,Unknown,0,3,No,59400.0,11880.0,5940.0,41580.0,Jeep,Grand Cherokee,2010,Yes
674485,OH,500/1000,1000,671.01,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,8548 Cherokee Ridge,20,1,Unknown,2,0,Unknown,60210.0,6690.0,6690.0,46830.0,Nissan,Maxima,2013,No
223404,IL,250/500,500,895.14,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,2352 MLK Drive,4,1,Unknown,0,3,Yes,43600.0,8720.0,4360.0,30520.0,Subaru,Legacy,2010,No
991480,IN,100/300,2000,1373.21,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,9734 2nd Ridge,10,3,No,0,0,No,62800.0,6280.0,12560.0,43960.0,Jeep,Wrangler,2012,No
804219,OH,250/500,1000,1625.65,2015-02-26,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,3122 Apache Drive,10,1,Yes,1,3,Unknown,59500.0,11900.0,5950.0,41650.0,Dodge,Neon,2006,No
483088,OH,250/500,2000,1295.63,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,9816 Britain St,22,3,Yes,1,0,Unknown,53460.0,5940.0,5940.0,41580.0,Honda,CRV,2009,No
100804,IL,100/300,1000,1459.96,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,8214 Flute St,15,3,No,0,1,No,41690.0,7580.0,7580.0,26530.0,Saab,95,1999,No
941807,OH,100/300,500,1219.94,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,6259 Lincoln Hwy,13,1,Unknown,0,1,Yes,63100.0,6310.0,12620.0,44170.0,Acura,TL,2000,No
593466,OH,500/1000,500,1064.49,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,4492 Andromedia Ave,23,1,No,2,1,Unknown,62880.0,5240.0,10480.0,47160.0,Mercedes,E400,2007,Yes
437442,IL,100/300,1000,959.83,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,6179 3rd Ridge,18,3,Unknown,2,2,Yes,75400.0,17400.0,11600.0,46400.0,BMW,X6,2006,Yes
942106,OH,250/500,2000,1767.02,2015-02-27,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,3799 Embaracadero Drive,7,1,Yes,1,1,No,46200.0,4200.0,8400.0,33600.0,Audi,A5,1997,No
794951,IN,500/1000,500,1285.01,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,5071 1st Lane,21,1,No,2,2,Yes,58500.0,5850.0,5850.0,46800.0,Toyota,Camry,2010,No
182450,OH,500/1000,2000,1422.95,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,6574 4th Drive,15,3,No,1,3,No,66240.0,11040.0,11040.0,44160.0,Nissan,Maxima,2003,No
730973,IN,100/300,2000,1223.39,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,2711 Britain Ave,17,3,Unknown,1,3,Unknown,65440.0,8180.0,8180.0,49080.0,Jeep,Wrangler,2014,No
687755,IL,500/1000,2000,1539.06,2015-01-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,4214 MLK Ridge,2,1,No,0,3,Unknown,64200.0,10700.0,10700.0,42800.0,Ford,F150,2002,No
757644,IN,100/300,2000,988.06,2015-02-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,7976 Britain Drive,1,3,Yes,1,0,No,32320.0,4040.0,4040.0,24240.0,Dodge,RAM,2000,No
998865,IL,500/1000,1000,1740.57,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4995 Weaver Ridge,3,1,Unknown,0,1,Unknown,33480.0,3720.0,3720.0,26040.0,Dodge,Neon,2011,No
944953,OH,250/500,1000,1540.91,2015-02-24,Vehicle Theft,Unknown,Trivial Damage,Unknown,VA,Northbend,1515 Embaracadero St,0,1,No,1,1,Yes,4320.0,480.0,960.0,2880.0,Toyota,Corolla,1995,No
386429,IL,250/500,500,1381.88,2015-02-21,Vehicle Theft,Unknown,Trivial Damage,Police,SC,Hillsdale,2968 Andromedia Ave,4,1,No,0,2,Unknown,4200.0,840.0,420.0,2940.0,Jeep,Wrangler,2008,No
108270,OH,100/300,500,1446.98,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,9236 2nd Hwy,11,3,Yes,2,0,No,57970.0,10540.0,5270.0,42160.0,Saab,93,2006,No
205134,IN,500/1000,500,1220.86,2015-01-24,Parked Car,Unknown,Trivial Damage,Unknown,NY,Arlington,9639 Britain Ridge,4,1,Yes,1,2,Unknown,4320.0,0.0,960.0,3360.0,Saab,93,2003,No
749325,IL,500/1000,500,948.1,2015-01-06,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,9422 Washington Ridge,11,3,Unknown,0,2,Unknown,69300.0,13860.0,6930.0,48510.0,Ford,Escape,2010,No
774303,OH,100/300,500,1471.24,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,1213 4th Lane,4,3,No,2,2,No,32480.0,4060.0,4060.0,24360.0,Dodge,Neon,1997,No
698470,IN,100/300,2000,1157.97,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,3872 5th Drive,20,1,Unknown,2,2,Yes,60480.0,6720.0,6720.0,47040.0,Acura,TL,2001,No
719989,IL,250/500,2000,566.11,2015-01-21,Parked Car,Unknown,Trivial Damage,Police,NC,Springfield,9397 5th Hwy,22,1,Yes,0,0,No,2640.0,440.0,440.0,1760.0,Honda,CRV,2015,No
309323,OH,500/1000,500,1060.88,2015-02-03,Parked Car,Unknown,Trivial Damage,Police,SC,Northbend,8876 1st St,4,1,No,0,3,No,6050.0,550.0,1100.0,4400.0,Volkswagen,Passat,2009,No
444035,OH,250/500,1000,1524.45,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,3397 5th Ave,21,4,No,0,0,No,42700.0,4270.0,4270.0,34160.0,Saab,92x,1995,Yes
431478,IN,250/500,1000,1556.17,2015-02-07,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,3263 Pine Ridge,20,1,Yes,1,3,No,40260.0,3660.0,7320.0,29280.0,Acura,MDX,1996,Yes
797634,OH,500/1000,500,1216.24,2015-01-14,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,8639 5th Hwy,7,1,No,2,0,Unknown,50000.0,5000.0,10000.0,35000.0,Chevrolet,Silverado,2008,No
284836,IN,250/500,500,1484.72,2015-02-02,Parked Car,Unknown,Trivial Damage,Unknown,NY,Riverwood,5743 4th Ridge,4,1,No,0,1,No,3840.0,640.0,320.0,2880.0,Saab,92x,1998,No
238196,IL,250/500,500,1203.81,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,3555 Francis Ridge,17,3,Unknown,0,2,Unknown,95900.0,13700.0,20550.0,61650.0,Saab,95,1999,No
885789,IN,250/500,1000,1393.34,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4939 Oak Lane,20,3,Yes,1,3,Yes,56160.0,6240.0,12480.0,37440.0,Audi,A5,2002,No
287436,OH,100/300,1000,1484.48,2015-02-24,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,3100 Best St,10,1,No,2,3,Unknown,63030.0,5730.0,11460.0,45840.0,Saab,92x,1996,No
496067,IL,250/500,500,1581.27,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,3029 5th Ave,8,1,Yes,2,2,No,63470.0,5770.0,11540.0,46160.0,BMW,X6,1999,No
206004,IL,250/500,1000,1281.25,2015-02-04,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,8941 Solo Ridge,6,1,Unknown,0,2,No,44440.0,8080.0,4040.0,32320.0,BMW,X6,2007,Yes
153027,IN,250/500,500,1667.83,2015-02-04,Parked Car,Unknown,Minor Damage,Police,WV,Northbrook,4447 Francis Hwy,4,1,Yes,1,1,No,6600.0,1200.0,1200.0,4200.0,Jeep,Grand Cherokee,2005,No
469426,OH,250/500,1000,1497.41,2015-01-25,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,7701 Tree St,17,3,No,2,0,Yes,77200.0,9650.0,9650.0,57900.0,Ford,Escape,1996,No
654974,OH,100/300,500,803.36,2015-02-25,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,4653 Pine St,15,3,Unknown,0,0,Yes,57000.0,0.0,11400.0,45600.0,Audi,A3,2013,No
943425,OH,250/500,2000,1221.41,2015-02-27,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Riverwood,8742 4th St,9,1,No,2,1,No,2700.0,300.0,300.0,2100.0,Honda,Accord,2006,No
641845,OH,250/500,500,1865.83,2015-02-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,7316 Texas Ave,17,1,Unknown,2,1,Yes,47300.0,4300.0,8600.0,34400.0,Volkswagen,Jetta,2006,No
794534,OH,250/500,2000,1434.27,2015-01-04,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,2950 MLK Ave,13,1,Unknown,2,3,Unknown,55110.0,5010.0,10020.0,40080.0,Nissan,Maxima,2002,No
357808,IN,500/1000,500,1114.68,2015-01-26,Vehicle Theft,Unknown,Trivial Damage,Police,SC,Springfield,8233 Tree Drive,5,1,Yes,1,0,No,4320.0,480.0,480.0,3360.0,Mercedes,E400,2002,No
536052,OH,250/500,2000,1218.56,2015-03-01,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Arlington,4642 Rock Ridge,23,3,Yes,2,2,Unknown,68760.0,11460.0,5730.0,51570.0,Saab,95,1998,Yes
873384,IL,250/500,2000,1234.69,2015-02-06,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,7733 Britain Lane,1,2,No,2,1,Unknown,74400.0,14880.0,7440.0,52080.0,BMW,M5,2003,Yes
790225,OH,250/500,500,964.92,2015-02-09,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,2753 Cherokee Ave,17,4,No,2,1,No,35300.0,3530.0,3530.0,28240.0,Mercedes,E400,1996,Yes
587498,IL,500/1000,500,1351.72,2015-02-05,Parked Car,Unknown,Minor Damage,Unknown,NY,Springfield,3995 Lincoln Hwy,3,1,Yes,1,3,Unknown,2640.0,480.0,480.0,1680.0,Volkswagen,Passat,2000,No
639027,IL,250/500,1000,817.28,2015-01-03,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,4095 MLK St,17,3,Unknown,1,1,No,60190.0,4630.0,9260.0,46300.0,Mercedes,ML350,2014,Yes
217899,IL,500/1000,1000,1389.59,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,5782 Rock Drive,23,3,Yes,1,3,No,41580.0,3780.0,7560.0,30240.0,Chevrolet,Malibu,2015,Yes
589094,IN,250/500,1000,1353.53,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,2900 Sky Drive,13,1,Yes,0,0,No,58500.0,11700.0,0.0,46800.0,Acura,MDX,1995,Yes
458829,IN,500/1000,1000,1294.04,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,1515 Pine Lane,17,1,Yes,2,3,Yes,79320.0,13220.0,6610.0,59490.0,Nissan,Ultima,1997,No
626208,OH,100/300,1000,840.81,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,4876 Washington Drive,2,1,Yes,0,2,Unknown,82610.0,7510.0,7510.0,67590.0,Ford,Escape,2002,Yes
315041,OH,100/300,2000,998.19,2015-01-23,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,5779 2nd Lane,23,3,No,1,3,Unknown,78600.0,13100.0,19650.0,45850.0,Dodge,RAM,2004,Yes
283267,OH,100/300,2000,1090.32,2015-01-05,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,6706 Francis Drive,17,1,No,1,2,Unknown,51390.0,5710.0,5710.0,39970.0,Volkswagen,Jetta,2007,Yes
442494,IN,500/1000,500,1780.67,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Springfield,6384 5th Ridge,3,1,No,1,0,No,70200.0,7020.0,7020.0,56160.0,Ford,F150,2012,Yes
159243,IL,250/500,2000,1681.01,2015-02-07,Parked Car,Unknown,Minor Damage,Unknown,SC,Riverwood,3006 Lincoln Ridge,16,1,No,2,1,No,4900.0,490.0,1470.0,2940.0,Jeep,Wrangler,2015,No
669800,OH,250/500,1000,1395.77,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,Hillsdale,5352 Lincoln Drive,13,3,Unknown,1,3,No,66480.0,5540.0,11080.0,49860.0,Saab,92x,2012,Yes
520179,OH,500/1000,2000,1471.44,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,6110 Rock Ridge,8,1,No,2,1,No,50380.0,4580.0,9160.0,36640.0,Chevrolet,Tahoe,2007,Yes
607974,IL,500/1000,500,1265.72,2015-02-18,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,7797 Tree Ridge,23,1,Yes,0,2,Unknown,64350.0,9900.0,9900.0,44550.0,Mercedes,E400,1998,No
465065,IN,250/500,1000,1274.7,2015-01-11,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,4910 1st Lane,15,3,Yes,2,3,Yes,55400.0,5540.0,11080.0,38780.0,Chevrolet,Silverado,2004,Yes
369941,OH,100/300,500,1330.39,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,8766 Lincoln Lane,3,1,No,2,2,Yes,49900.0,4990.0,9980.0,34930.0,Dodge,Neon,1998,No
447226,OH,500/1000,500,1122.95,2015-02-23,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,6399 Oak Drive,4,3,No,0,3,Yes,74880.0,12480.0,12480.0,49920.0,Acura,TL,2000,No
831668,OH,250/500,2000,1655.79,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Northbend,3127 Flute St,8,1,Yes,0,0,Yes,105820.0,16280.0,16280.0,73260.0,Audi,A3,2002,No
922937,IN,250/500,1000,935.77,2015-02-20,Vehicle Theft,Unknown,Trivial Damage,Police,PA,Northbend,8920 Best Ave,21,1,No,1,0,Yes,7150.0,1300.0,650.0,5200.0,Volkswagen,Jetta,2003,No
640474,IN,500/1000,2000,1192.04,2015-01-19,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,7314 Tree Drive,23,1,Yes,0,0,No,55800.0,11160.0,11160.0,33480.0,Dodge,RAM,2004,No
153298,OH,100/300,500,990.11,2015-01-10,Parked Car,Unknown,Trivial Damage,Unknown,NY,Riverwood,8872 Oak Ridge,8,1,Unknown,1,3,Yes,5830.0,1060.0,1060.0,3710.0,Dodge,RAM,2015,No
334749,OH,100/300,2000,1422.21,2015-01-16,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,5022 1st St,21,1,Yes,2,1,No,85900.0,17180.0,17180.0,51540.0,Subaru,Forrestor,2005,Yes
221283,OH,500/1000,500,914.85,2015-02-12,Parked Car,Unknown,Minor Damage,Police,OH,Columbus,3423 Francis Ave,5,1,No,2,3,No,7110.0,790.0,1580.0,4740.0,Acura,MDX,2005,No
961496,IL,250/500,500,1123.84,2015-01-23,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,9529 4th Drive,12,3,No,0,0,Yes,36960.0,6720.0,3360.0,26880.0,Chevrolet,Tahoe,2007,No
804751,OH,250/500,2000,838.02,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,1818 Tree St,7,3,Unknown,2,0,Yes,64400.0,6440.0,6440.0,51520.0,Dodge,Neon,1997,No
369226,OH,250/500,500,1300.68,2015-01-27,Parked Car,Unknown,Minor Damage,Unknown,NC,Northbend,4431 Rock St,0,1,No,1,3,Yes,1920.0,480.0,0.0,1440.0,Chevrolet,Tahoe,2011,No
691115,IN,500/1000,500,1173.21,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4782 Sky Lane,14,1,Yes,0,1,Yes,86130.0,15660.0,7830.0,62640.0,Subaru,Legacy,2009,Yes
713172,IL,250/500,1000,985.97,2015-02-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,7112 Weaver Ave,13,1,Unknown,2,3,Unknown,82170.0,14940.0,7470.0,59760.0,Chevrolet,Silverado,1995,Yes
621756,IN,100/300,1000,1129.23,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Hillsdale,4020 Best Drive,1,1,Unknown,1,0,Yes,50300.0,10060.0,5030.0,35210.0,Subaru,Legacy,1999,Yes
615116,IN,250/500,500,1194.83,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,2037 5th Drive,23,1,No,0,0,No,44200.0,4420.0,8840.0,30940.0,Subaru,Forrestor,1997,No
947598,IN,100/300,1000,1114.29,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Northbrook,4699 Texas Ridge,1,1,Unknown,2,2,Yes,66660.0,6060.0,6060.0,54540.0,Toyota,Highlander,2006,No
658002,OH,250/500,2000,1509.04,2015-02-23,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,1832 Elm Hwy,9,1,Yes,2,3,No,78320.0,7120.0,14240.0,56960.0,Saab,92x,2007,No
374545,IN,250/500,500,664.86,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,5226 Maple St,3,1,Unknown,0,1,No,105040.0,16160.0,16160.0,72720.0,Dodge,RAM,1999,No
805806,IN,250/500,1000,1267.4,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Hillsdale,3771 4th St,0,1,No,2,1,Unknown,50700.0,5070.0,5070.0,40560.0,Acura,RSX,2006,No
235097,IL,100/300,1000,1119.23,2015-02-18,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Northbend,8701 5th Lane,13,3,No,1,1,No,51210.0,11380.0,5690.0,34140.0,Jeep,Wrangler,2015,No
290971,OH,100/300,500,1698.51,2015-02-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Hillsdale,7574 4th St,18,3,No,2,1,Unknown,51840.0,8640.0,8640.0,34560.0,Volkswagen,Jetta,2001,No
180286,IL,500/1000,1000,1422.78,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,1989 Solo Lane,17,3,Unknown,2,3,Yes,52800.0,5280.0,5280.0,42240.0,Nissan,Pathfinder,2006,No
662088,OH,500/1000,500,1212.75,2015-01-27,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Springfield,6331 MLK Ave,11,1,Unknown,0,0,Yes,55200.0,9200.0,13800.0,32200.0,Honda,Civic,1998,No
884365,IN,100/300,1000,1423.34,2015-01-21,Vehicle Theft,Unknown,Minor Damage,Unknown,WV,Riverwood,8453 Elm St,0,1,Yes,0,3,No,9100.0,1400.0,1400.0,6300.0,Chevrolet,Malibu,2003,No
